,card_number,expiry_date,card_provider,date_payment_confirmed,card_number expiry_date,Unnamed: 0
26,343030824724028.0,07/27,American Express,2015-09-30,,
27,630409115049.0,02/29,Maestro,2021-10-11,,
28,4814898053381160.0,05/25,VISA 16 digit,2016-08-15,,
29,6011640896396630.0,01/28,Discover,2020-05-31,,
30,4370251611508780.0,12/25,VISA 16 digit,2014-08-28,,
31,4163569536342470.0,09/28,VISA 16 digit,2022-10-04,,
32,4369253925205.0,05/26,VISA 13 digit,2017-11-19,,
33,2260470522253210.0,06/31,Mastercard,2021-04-03,,
34,2283569552520300.0,07/26,Mastercard,1999-05-31,,
35,213153548409259.0,11/26,JCB 15 digit,2006-05-09,,
36,374993209690555.0,09/23,American Express,1999-09-20,,
37,4783387782186640.0,03/28,VISA 16 digit,2005-02-10,,
38,60402706232.0,06/24,Maestro,2003-02-13,,
39,30510916902499.0,04/30,Diners Club / Carte Blanche,2016-05-04,,
40,4973981166725.0,03/23,VISA 13 digit,2009-05-14,,
41,213114616396307.0,07/29,JCB 15 digit,2006-08-18,,
42,3585339509528140.0,07/28,JCB 16 digit,2005-04-06,,
43,4391536866575430.0,03/30,VISA 16 digit,1993-03-22,,
44,3532170591665680.0,01/28,JCB 16 digit,2007-06-08,,
45,4.8343790531815e+18,06/24,VISA 19 digit,2021-07-13,,
46,4.39595600578225e+18,01/26,VISA 19 digit,2012-11-13,,
47,503870206235.0,09/28,Maestro,2021-07-07,,
48,213139235888012.0,05/25,JCB 15 digit,1999-09-10,,
49,340051173375108.0,04/24,American Express,2000-01-31,,
50,4831691912460460.0,02/25,VISA 16 digit,2002-05-14,,
51,4548494464262740.0,10/31,VISA 16 digit,2011-02-01,,
52,4.51099738123307e+18,12/29,VISA 19 digit,1994-09-04,,
53,4.74566349740294e+18,08/27,VISA 19 digit,1995-07-28,,
54,180059557357132.0,11/30,JCB 15 digit,2009-09-06,,
0,2720951416987940.0,09/29,Mastercard,2014-12-30,,
1,377532205263426.0,10/23,American Express,2008-08-02,,
2,3592059053750670.0,03/25,JCB 16 digit,1997-12-18,,
3,4.80658093271352e+18,02/25,VISA 19 digit,2007-04-23,,
4,501880748444.0,10/25,Maestro,1993-09-16,,
5,30094613447397.0,05/24,Diners Club / Carte Blanche,2011-05-09,,
6,2242977759137760.0,07/24,Mastercard,2011-08-16,,
7,4.91187241041539e+18,02/29,VISA 19 digit,1994-01-23,,
8,4.21961539535665e+18,10/26,VISA 19 digit,2003-04-13,,
9,4711098013243010.0,07/27,VISA 16 digit,2008-05-23,,
10,60472432412.0,12/29,Maestro,2019-09-24,,
11,3532101657492950.0,10/28,JCB 16 digit,2017-09-06,,
12,3507894462899920.0,08/30,JCB 16 digit,1997-10-06,,
13,2720511879681830.0,11/31,Mastercard,2012-05-04,,
14,4058141393220380.0,08/31,VISA 16 digit,2001-11-23,,
15,376093973677348.0,07/32,American Express,2006-12-07,,
16,3524715828225140.0,03/23,JCB 16 digit,1997-03-15,,
17,213118925065842.0,12/27,JCB 15 digit,2017-12-16,,
18,6504062467897020.0,01/23,Discover,2017-01-19,,
19,4527212525768.0,04/28,VISA 13 digit,2002-05-11,,
20,4217422178755470.0,02/27,VISA 16 digit,2018-06-09,,
21,2720692871847790.0,04/26,Mastercard,1996-11-21,,
22,3551786210188680.0,03/30,JCB 16 digit,1994-08-02,,
23,3584981563237630.0,09/32,JCB 16 digit,2007-04-08,,
24,213108929620767.0,01/25,JCB 15 digit,1996-05-11,,
25,30299696509159.0,04/25,Diners Club / Carte Blanche,1993-02-01,,
26,2437655754359140.0,04/30,Mastercard,2018-06-08,,
27,6011688288776360.0,01/23,Discover,2021-06-12,,
28,180003387144005.0,04/27,JCB 15 digit,1999-08-10,,
29,6596395062184360.0,09/23,Discover,2019-11-17,,
30,3504856339273840.0,07/32,JCB 16 digit,1995-05-06,,
31,30233890367973.0,01/25,Diners Club / Carte Blanche,1998-09-01,,
32,4549633414372.0,02/25,VISA 13 digit,1994-12-19,,
33,4.31140684235038e+18,11/31,VISA 19 digit,2005-08-06,,
34,4241608018038.0,10/32,VISA 13 digit,1998-09-25,,
35,4734303208250.0,05/31,VISA 13 digit,2018-10-31,,
36,4869821942824540.0,09/32,VISA 16 digit,2022-01-23,,
37,4223569219904.0,03/26,VISA 13 digit,2000-05-26,,
38,4663392685969460.0,02/24,VISA 16 digit,2017-08-29,,
39,584700737318.0,03/26,Maestro,2010-04-29,,
40,4236351832429.0,09/27,VISA 13 digit,2022-10-27,,
41,6519815691073180.0,01/29,Discover,2015-10-29,,
42,2252434010097340.0,03/23,Mastercard,2016-12-07,,
43,180030037152559.0,10/24,JCB 15 digit,2020-03-21,,
44,372630598970097.0,07/27,American Express,1998-04-12,,
45,30451392340666.0,04/27,Diners Club / Carte Blanche,1994-03-14,,
46,4.65534903493822e+18,01/32,VISA 19 digit,2013-12-20,,
47,30378851314421.0,04/29,Diners Club / Carte Blanche,2010-01-01,,
48,5590195675337960.0,06/32,Mastercard,2002-12-30,,
49,6528914104018440.0,06/25,Discover,1998-05-21,,
50,4.13067585552277e+18,11/25,VISA 19 digit,2014-02-09,,
51,2237176331535190.0,09/28,Mastercard,2000-02-03,,
52,4.29181617446598e+18,01/32,VISA 19 digit,2012-05-23,,
53,4173531655604.0,07/24,VISA 13 digit,2011-10-28,,
54,4887398667536480.0,06/31,VISA 16 digit,2014-02-27,,
0,4.53179004379034e+18,04/32,VISA 19 digit,1997-12-12,,
1,3579429063952470.0,05/30,JCB 16 digit,2003-02-16,,
2,4134972860751730.0,08/27,VISA 16 digit,2015-08-22,,
3,38246525273186.0,10/24,Diners Club / Carte Blanche,2011-07-10,,
4,345151972399120.0,03/23,American Express,2004-08-12,,
5,4550941827118660.0,07/28,VISA 16 digit,1998-09-15,,
6,3593217437529890.0,12/30,JCB 16 digit,2015-01-18,,
7,4011057871892.0,09/29,VISA 13 digit,1997-04-28,,
8,3511526144026990.0,11/28,JCB 16 digit,2006-02-16,,
9,571970379582.0,05/27,Maestro,2021-03-13,,
10,4774864214941.0,05/29,VISA 13 digit,1997-09-02,,
11,343317824967396.0,03/32,American Express,2017-08-15,,
12,30084735487793.0,07/32,Diners Club / Carte Blanche,2022-02-22,,
13,4734017172743.0,01/32,VISA 13 digit,2017-12-08,,
14,581814946181.0,03/25,Maestro,2011-10-10,,
15,3564645392637490.0,11/25,JCB 16 digit,2015-11-03,,
16,4413308234815.0,05/28,VISA 13 digit,2007-11-23,,
17,4.46510689266884e+18,09/23,VISA 19 digit,1997-05-26,,
18,4149734916002200.0,10/32,VISA 16 digit,2019-08-16,,
19,2713518475702510.0,06/32,Mastercard,2000-12-02,,
20,584291072687.0,12/23,Maestro,2021-09-24,,
21,30331347878632.0,12/27,Diners Club / Carte Blanche,2010-06-20,,
22,3531467823689280.0,12/31,JCB 16 digit,2004-08-30,,
23,2719426615559360.0,10/32,Mastercard,1997-11-25,,
24,3529723487555760.0,04/25,JCB 16 digit,2013-09-14,,
25,30515086031920.0,09/28,Diners Club / Carte Blanche,2018-07-26,,
26,675979878179.0,01/30,Maestro,2015-10-09,,
27,4.37863824127011e+18,08/32,VISA 19 digit,2011-12-21,,
28,4.6413686617802e+18,05/27,VISA 19 digit,2009-11-13,,
29,4302199002163940.0,06/26,VISA 16 digit,1995-01-17,,
30,3598107111782300.0,08/31,JCB 16 digit,1995-11-22,,
31,343221941456848.0,02/30,American Express,2002-09-05,,
32,4.75150605241435e+18,01/26,VISA 19 digit,2005-09-07,,
33,4205576715728260.0,03/28,VISA 16 digit,2000-10-16,,
34,4946848104021950.0,08/31,VISA 16 digit,2008-08-20,,
35,3582982786511230.0,02/30,JCB 16 digit,2005-06-15,,
36,6011219738242980.0,04/23,Discover,2008-02-13,,
37,3562348156864950.0,01/28,JCB 16 digit,2022-05-12,,
38,503819538920.0,01/27,Maestro,1997-08-18,,
39,180087702207217.0,10/26,JCB 15 digit,2022-01-23,,
40,341893257788923.0,10/28,American Express,1993-01-14,,
41,4140300214832210.0,12/29,VISA 16 digit,2015-07-31,,
42,373717708415094.0,09/29,American Express,2014-03-06,,
43,6555708570147420.0,03/24,Discover,2006-09-05,,
44,30456506897287.0,04/29,Diners Club / Carte Blanche,2001-07-09,,
45,4790716017308.0,08/30,VISA 13 digit,2019-08-16,,
46,2720271587794890.0,11/22,Mastercard,1992-12-07,,
47,2443088629091910.0,01/31,Mastercard,2020-10-26,,
48,6504262007506040.0,09/23,Discover,1996-01-06,,
49,4.51903646448911e+18,10/29,VISA 19 digit,2010-02-07,,
50,6578880485781000.0,06/24,Discover,2010-05-31,,
51,4523943444734.0,09/26,VISA 13 digit,2019-09-21,,
52,4372428409600.0,06/31,VISA 13 digit,2019-06-22,,
53,4.02441111045252e+18,12/30,VISA 19 digit,2015-04-26,,
54,2466232249623550.0,02/27,Mastercard,2000-10-16,,
0,3593012135993480.0,09/24,JCB 16 digit,1996-11-24,,
1,3502912770133850.0,05/23,JCB 16 digit,2022-07-13,,
2,6506073623847240.0,02/25,Discover,2014-03-26,,
3,2701251898028070.0,04/27,Mastercard,2010-12-19,,
4,503824999901.0,04/27,Maestro,2019-01-28,,
5,3504251164880760.0,12/30,JCB 16 digit,2020-10-25,,
6,30222856053842.0,06/29,Diners Club / Carte Blanche,2009-12-21,,
7,180095722421809.0,03/27,JCB 15 digit,1997-05-14,,
8,180071869965718.0,02/29,JCB 15 digit,2010-06-09,,
9,213179950132485.0,03/31,JCB 15 digit,2014-04-19,,
10,4308635155422270.0,10/26,VISA 16 digit,2017-11-02,,
11,38906887503856.0,06/23,Diners Club / Carte Blanche,2013-12-22,,
12,213141897495508.0,09/23,JCB 15 digit,2018-01-28,,
13,213171554289076.0,01/32,JCB 15 digit,2013-05-31,,
14,38714422694044.0,09/24,Diners Club / Carte Blanche,1998-02-03,,
15,379580031648052.0,04/27,American Express,2002-10-10,,
16,3523412016201920.0,08/32,JCB 16 digit,2014-11-15,,
17,30427977747715.0,09/26,Diners Club / Carte Blanche,2018-04-16,,
18,30448632421074.0,03/24,Diners Club / Carte Blanche,2005-02-05,,
19,4.59083619290621e+18,06/29,VISA 19 digit,2013-07-23,,
20,379169045631666.0,06/24,American Express,2002-04-03,,
21,4000262999564.0,10/27,VISA 13 digit,2008-05-20,,
22,3596864199718170.0,03/28,JCB 16 digit,1994-12-13,,
23,213149915920860.0,05/27,JCB 15 digit,2001-07-21,,
24,4581281177424230.0,03/24,VISA 16 digit,1995-09-02,,
25,370905852570276.0,05/25,American Express,2009-01-02,,
26,180001147145536.0,09/31,JCB 15 digit,1994-04-08,,
27,676131345735.0,12/27,Maestro,2012-02-16,,
28,3515124263304210.0,08/30,JCB 16 digit,2020-05-24,,
29,340675446461350.0,02/32,American Express,2020-05-27,,
30,4293005127723660.0,02/32,VISA 16 digit,1996-03-09,,
31,4728110327899.0,10/24,VISA 13 digit,2022-06-10,,
32,6530027584325630.0,02/26,Discover,2003-07-04,,
33,4929238045760930.0,04/30,VISA 16 digit,2011-01-06,,
34,3576521703584590.0,01/31,JCB 16 digit,2009-01-10,,
35,4183369576984020.0,08/26,VISA 16 digit,2009-09-05,,
36,585442302030.0,09/27,Maestro,2009-05-20,,
37,6011939296897780.0,04/30,Discover,1998-09-27,,
38,30484140222209.0,12/29,Diners Club / Carte Blanche,2006-08-16,,
39,30085010476492.0,11/32,Diners Club / Carte Blanche,2019-07-01,,
40,5497716488441530.0,11/32,Mastercard,2010-11-03,,
41,4226589715919100.0,02/23,VISA 16 digit,2009-01-29,,
42,4892233460282.0,05/30,VISA 13 digit,2015-07-26,,
43,30464234599472.0,10/31,Diners Club / Carte Blanche,2021-06-28,,
44,348228684931460.0,08/26,American Express,2021-09-26,,
45,6011458697612170.0,02/24,Discover,1994-01-27,,
46,4.4260806723889e+18,06/32,VISA 19 digit,2016-12-05,,
47,3510861497379820.0,02/29,JCB 16 digit,2016-10-11,,
48,4307972247337.0,06/23,VISA 13 digit,2005-10-12,,
49,6576533914260930.0,06/30,Discover,2003-12-15,,
50,630416759243.0,05/25,Maestro,2009-05-15,,
51,503894122327.0,12/31,Maestro,1995-03-16,,
52,4655253307893.0,09/23,VISA 13 digit,2018-03-17,,
53,3549505634870400.0,08/25,JCB 16 digit,1996-08-23,,
54,639059677117.0,11/26,Maestro,2017-04-10,,
0,4472895122426770.0,01/31,VISA 16 digit,2012-10-20,,
1,374988574933820.0,08/26,American Express,1998-05-09,,
2,4281556572668710.0,11/31,VISA 16 digit,2012-12-22,,
3,4274795629572.0,05/26,VISA 13 digit,2000-06-22,,
4,4059413373723.0,09/23,VISA 13 digit,2019-09-24,,
5,378115543550305.0,02/29,American Express,2010-11-29,,
6,2252422286253880.0,10/28,Mastercard,2014-01-07,,
7,4.6066575282954e+18,06/32,VISA 19 digit,2005-05-02,,
8,180067787753467.0,07/31,JCB 15 digit,1996-09-04,,
9,4073455747514160.0,12/28,VISA 16 digit,2015-02-22,,
10,3530989357713000.0,09/23,JCB 16 digit,1995-06-06,,
11,213101358641099.0,09/27,JCB 15 digit,2016-08-28,,
12,4.88246725789431e+18,08/30,VISA 19 digit,1994-07-13,,
13,501816460551.0,01/23,Maestro,1995-03-23,,
14,4108694548345.0,11/24,VISA 13 digit,2017-08-06,,
15,4443944244059730.0,07/30,VISA 16 digit,2017-11-15,,
16,6518419860165470.0,11/22,Discover,2018-11-11,,
17,630403661261.0,04/29,Maestro,1998-08-01,,
18,379469012013611.0,02/24,American Express,2019-01-26,,
19,2240270741953120.0,01/28,Mastercard,1994-07-11,,
20,2286278321321920.0,02/29,Mastercard,2015-03-19,,
21,2459075132105880.0,03/29,Mastercard,2001-12-02,,
22,3521938061382510.0,03/30,JCB 16 digit,2019-01-26,,
23,213147190533838.0,02/30,JCB 15 digit,2008-04-09,,
24,4629422577916110.0,11/31,VISA 16 digit,1999-01-30,,
25,30105842550577.0,12/24,Diners Club / Carte Blanche,1996-01-09,,
26,6011515284302190.0,07/29,Discover,2018-03-26,,
27,6011744837497530.0,07/24,Discover,2005-08-26,,
28,4440146754035.0,09/29,VISA 13 digit,2000-06-22,,
29,6011884285976530.0,11/31,Discover,2011-06-01,,
30,3588448746210820.0,09/29,JCB 16 digit,2018-02-17,,
31,6011049987820560.0,10/27,Discover,1995-05-16,,
32,3509502020911910.0,11/24,JCB 16 digit,1995-10-05,,
33,4748150921583.0,05/25,VISA 13 digit,1996-05-28,,
34,342712611253292.0,10/31,American Express,2000-06-27,,
35,4787788028140790.0,10/31,VISA 16 digit,1998-12-16,,
36,4416060515800.0,07/29,VISA 13 digit,2017-04-27,,
37,180083663845863.0,02/27,JCB 15 digit,1994-03-04,,
38,30017183786068.0,08/27,Diners Club / Carte Blanche,2011-03-25,,
39,6011531165309720.0,09/23,Discover,2013-07-15,,
40,5280548151229080.0,07/29,Mastercard,2010-08-22,,
41,4517313169909560.0,09/25,VISA 16 digit,2011-05-26,,
42,675996030838.0,08/25,Maestro,1993-08-03,,
43,30070002522826.0,10/31,Diners Club / Carte Blanche,2020-06-06,,
44,2705464808682740.0,04/30,Mastercard,2002-11-01,,
45,2263203864655520.0,08/31,Mastercard,2018-04-14,,
46,3524829588778980.0,12/30,JCB 16 digit,2012-05-16,,
47,3597416219570400.0,08/24,JCB 16 digit,2018-07-03,,
48,38055287404099.0,08/27,Diners Club / Carte Blanche,2002-03-03,,
49,4846674659131230.0,07/25,VISA 16 digit,1999-06-16,,
50,4.62129970811486e+18,04/32,VISA 19 digit,1995-06-18,,
51,4059106734216280.0,03/27,VISA 16 digit,1993-08-02,,
52,374712216151496.0,09/32,American Express,2019-11-29,,
53,180028228868512.0,03/23,JCB 15 digit,2003-02-13,,
54,4.9494946325082e+18,04/29,VISA 19 digit,2020-05-20,,
0,30490665703929.0,01/27,Diners Club / Carte Blanche,2014-05-30,,
1,341139719400669.0,10/28,American Express,1993-01-22,,
2,639005061820.0,01/28,Maestro,2018-11-16,,
3,30582592987177.0,02/30,Diners Club / Carte Blanche,1996-05-24,,
4,4744752788447.0,02/26,VISA 13 digit,2015-10-25,,
5,4.38553341811641e+18,06/25,VISA 19 digit,2000-04-27,,
6,3578154020000300.0,02/24,JCB 16 digit,2007-03-17,,
7,3527997697959910.0,05/30,JCB 16 digit,1999-05-06,,
8,589966101414.0,08/28,Maestro,2002-07-30,,
9,30374169305896.0,11/30,Diners Club / Carte Blanche,2010-12-12,,
10,3544005811433870.0,10/32,JCB 16 digit,2002-08-26,,
11,30432608609755.0,07/28,Diners Club / Carte Blanche,2015-09-04,,
12,379621135784714.0,11/27,American Express,1997-06-22,,
13,3521764354619000.0,05/25,JCB 16 digit,2003-05-13,,
14,3517914774684950.0,05/31,JCB 16 digit,2001-08-31,,
15,4605810988448420.0,08/24,VISA 16 digit,2017-08-30,,
16,4597824803853250.0,04/27,VISA 16 digit,2007-02-03,,
17,3592150380384930.0,10/32,JCB 16 digit,2022-04-10,,
18,180088757624462.0,11/30,JCB 15 digit,2021-02-28,,
19,2244570876868440.0,05/30,Mastercard,2007-04-25,,
20,3529188200651860.0,12/31,JCB 16 digit,2005-05-16,,
21,340456094327379.0,12/31,American Express,2004-07-13,,
22,30128341515339.0,01/30,Diners Club / Carte Blanche,2016-10-24,,
23,4688733449331210.0,08/27,VISA 16 digit,2022-02-08,,
24,213113258488299.0,04/31,JCB 15 digit,2013-04-18,,
25,4.85281722086457e+18,10/27,VISA 19 digit,2009-08-14,,
26,639018059563.0,01/28,Maestro,1996-08-26,,
27,60442591651.0,10/27,Maestro,2005-03-02,,
28,341127161798961.0,07/29,American Express,2001-05-11,,
29,30412251979689.0,01/31,Diners Club / Carte Blanche,2017-11-19,,
30,371133694330838.0,02/29,American Express,2002-08-16,,
31,3572236230192860.0,11/25,JCB 16 digit,1996-10-12,,
32,3552695623309020.0,10/32,JCB 16 digit,2007-11-06,,
33,5414742720016550.0,02/28,Mastercard,1998-06-05,,
34,4683801136424.0,09/23,VISA 13 digit,1996-08-01,,
35,36682392306570.0,02/23,Diners Club / Carte Blanche,2008-12-19,,
36,4.07007526947224e+18,03/23,VISA 19 digit,1998-01-06,,
37,2234193438506850.0,12/29,Mastercard,1999-09-05,,
38,60476415660.0,02/32,Maestro,1993-11-18,,
39,4114496026016390.0,01/26,VISA 16 digit,2021-11-12,,
40,4089739603707880.0,11/23,VISA 16 digit,2004-07-20,,
41,5320014171291950.0,06/24,Mastercard,2002-09-16,,
42,4434870700132.0,06/27,VISA 13 digit,2021-01-10,,
43,5475305914604490.0,04/28,Mastercard,2006-02-01,,
44,4481130039632650.0,04/29,VISA 16 digit,2013-11-03,,
45,30134380283094.0,12/22,Diners Club / Carte Blanche,2014-02-07,,
46,6598383663538170.0,01/24,Discover,2009-12-07,,
47,3553787865967660.0,09/32,JCB 16 digit,2009-08-29,,
48,4.62471785191508e+18,05/24,VISA 19 digit,2021-11-19,,
49,180048887862846.0,03/25,JCB 15 digit,2015-05-05,,
50,4918392423637.0,03/31,VISA 13 digit,2011-05-07,,
51,4643504254458750.0,10/30,VISA 16 digit,2017-05-06,,
52,4.89053289189518e+18,08/25,VISA 19 digit,2008-08-20,,
53,4465291401751.0,12/31,VISA 13 digit,2001-03-03,,
54,4292097224069090.0,04/27,VISA 16 digit,2009-04-06,,
0,630448919898.0,05/24,Maestro,1993-05-04,,
1,3500726735760550.0,06/32,JCB 16 digit,2004-09-25,,
2,213118430675234.0,01/24,JCB 15 digit,2015-02-07,,
3,342173946459478.0,12/22,American Express,2014-02-27,,
4,4799893460358550.0,02/25,VISA 16 digit,2012-08-17,,
5,6536224914361590.0,04/30,Discover,2009-03-18,,
6,4.12368831461576e+18,08/24,VISA 19 digit,2002-11-05,,
7,180039886573294.0,01/25,JCB 15 digit,2003-06-18,,
8,4082906538637220.0,06/30,VISA 16 digit,2010-01-14,,
9,3548693553755630.0,02/26,JCB 16 digit,2020-07-04,,
10,6011908856557400.0,11/27,Discover,2012-01-11,,
11,3555883286818870.0,03/25,JCB 16 digit,2002-09-29,,
12,4.3090761593535e+18,10/23,VISA 19 digit,2021-04-02,,
13,4458494955913.0,10/32,VISA 13 digit,2001-05-14,,
14,3569466426864000.0,03/26,JCB 16 digit,2010-06-26,,
15,4.40922169918233e+18,03/31,VISA 19 digit,1993-09-01,,
16,4958773402602.0,08/23,VISA 13 digit,2015-03-20,,
17,373732172449115.0,05/29,American Express,2003-07-15,,
18,4410509149706360.0,08/24,VISA 16 digit,2020-10-30,,
19,3512210695570170.0,03/32,JCB 16 digit,2015-05-02,,
20,4855813154278.0,01/28,VISA 13 digit,2021-04-02,,
21,3549543355419930.0,12/26,JCB 16 digit,2017-01-07,,
22,2629269940189020.0,03/27,Mastercard,1993-03-18,,
23,581844948538.0,06/24,Maestro,1997-08-04,,
24,30204265277048.0,10/28,Diners Club / Carte Blanche,2005-09-24,,
25,30575886104327.0,02/32,Diners Club / Carte Blanche,2016-06-29,,
26,30195647494923.0,03/32,Diners Club / Carte Blanche,2009-08-18,,
27,6011955284512850.0,06/26,Discover,2000-06-30,,
28,4295906578836310.0,07/26,VISA 16 digit,2022-10-14,,
29,4.11899254209965e+18,05/24,VISA 19 digit,2002-06-02,,
30,180012474181036.0,07/28,JCB 15 digit,2010-05-25,,
31,348231116644024.0,07/23,American Express,2021-02-16,,
32,30320316658869.0,07/23,Diners Club / Carte Blanche,2008-08-18,,
33,3567354937136500.0,07/27,JCB 16 digit,2012-10-15,,
34,630452168812.0,05/30,Maestro,2001-06-03,,
35,676145839178.0,01/23,Maestro,2011-04-16,,
36,4803754477749940.0,10/29,VISA 16 digit,2013-10-05,,
37,4282315472516140.0,04/30,VISA 16 digit,2011-04-20,,
38,4483751466198.0,12/23,VISA 13 digit,2005-02-26,,
39,4497536984351690.0,02/28,VISA 16 digit,2010-05-19,,
40,4744988970066.0,02/31,VISA 13 digit,2000-12-10,,
41,2236381084112470.0,08/29,Mastercard,1997-01-09,,
42,2397077798945750.0,03/29,Mastercard,2020-06-01,,
43,4492783113454.0,02/28,VISA 13 digit,2020-12-09,,
44,3563006199614490.0,05/27,JCB 16 digit,1993-08-22,,
45,4625085302449550.0,08/28,VISA 16 digit,2019-07-22,,
46,4118430065657630.0,12/31,VISA 16 digit,2019-05-01,,
47,345410546178505.0,10/27,American Express,1996-01-05,,
48,30470336793145.0,04/29,Diners Club / Carte Blanche,1998-09-16,,
49,4030795861629030.0,01/23,VISA 16 digit,2021-05-21,,
50,4707519519835.0,05/30,VISA 13 digit,1998-12-28,,
51,3501480624611270.0,01/23,JCB 16 digit,2011-05-20,,
52,3537663380731470.0,01/30,JCB 16 digit,1997-12-25,,
53,4641191742451060.0,08/28,VISA 16 digit,2018-10-30,,
54,6011987084652910.0,03/23,Discover,1996-09-11,,
0,676385886616.0,09/30,Maestro,1994-09-15,,
1,4538572035412830.0,07/28,VISA 16 digit,2018-03-28,,
2,6505353103030710.0,04/27,Discover,1993-09-19,,
3,30248010636354.0,03/24,Diners Club / Carte Blanche,2015-05-13,,
4,4.01132127936014e+18,09/28,VISA 19 digit,2017-08-22,,
5,3553095573383720.0,03/30,JCB 16 digit,2013-03-08,,
6,4093471901661.0,06/23,VISA 13 digit,2019-03-16,,
7,4260451555003.0,03/27,VISA 13 digit,1996-11-30,,
8,576504854281.0,05/31,Maestro,2003-08-31,,
9,4815074926282000.0,11/26,VISA 16 digit,2014-12-07,,
10,6538828222115340.0,07/28,Discover,2018-10-27,,
11,3543094871758640.0,03/30,JCB 16 digit,1997-08-03,,
12,6534204104903080.0,05/27,Discover,2003-08-13,,
13,36770656662257.0,05/31,Diners Club / Carte Blanche,2003-07-31,,
14,373028417685674.0,02/29,American Express,2017-03-14,,
15,36373119636396.0,10/29,Diners Club / Carte Blanche,2021-11-30,,
16,6011595375473790.0,11/31,Discover,1998-09-21,,
17,6565542154105460.0,08/27,Discover,2002-06-16,,
18,4889378287140.0,09/24,VISA 13 digit,2013-02-22,,
19,378578646919935.0,05/32,American Express,1997-06-16,,
20,4793909543013470.0,03/23,VISA 16 digit,2000-09-26,,
21,30011664606929.0,09/27,Diners Club / Carte Blanche,2018-08-23,,
22,3581308038650120.0,01/28,JCB 16 digit,2019-07-19,,
23,213151372356901.0,03/29,JCB 15 digit,2022-03-20,,
24,4520726146974100.0,05/27,VISA 16 digit,1994-07-31,,
25,3508644372353600.0,12/31,JCB 16 digit,2001-01-17,,
26,4695822631902.0,12/23,VISA 13 digit,2006-12-15,,
27,213104842479266.0,07/24,JCB 15 digit,2009-01-26,,
28,6542234427365340.0,04/32,Discover,2007-01-28,,
29,213178777525434.0,04/29,JCB 15 digit,2003-10-15,,
30,676297796515.0,04/28,Maestro,2003-07-12,,
31,4620724131660.0,03/29,VISA 13 digit,1993-08-20,,
32,4959804575568200.0,12/26,VISA 16 digit,2006-11-13,,
33,675946698601.0,05/27,Maestro,2021-07-06,,
34,4088230285743680.0,02/23,VISA 16 digit,2020-08-14,,
35,3569887161875200.0,09/31,JCB 16 digit,1996-02-27,,
36,4.20151221517957e+18,08/29,VISA 19 digit,1996-07-24,,
37,4360026130766870.0,08/31,VISA 16 digit,2018-04-29,,
38,30069538287417.0,12/26,Diners Club / Carte Blanche,1995-12-07,,
39,213126184647226.0,06/31,JCB 15 digit,2018-01-15,,
40,213122980663814.0,08/23,JCB 15 digit,2000-01-02,,
41,2298357546890700.0,09/30,Mastercard,1993-01-23,,
42,4.62346542137802e+18,09/26,VISA 19 digit,2007-06-19,,
43,4630930205406.0,08/23,VISA 13 digit,2018-09-26,,
44,675905450366.0,06/27,Maestro,2014-11-06,,
45,4.75098693836194e+18,12/31,VISA 19 digit,2018-11-06,,
46,675975290189.0,09/28,Maestro,1999-04-02,,
47,180035792592170.0,11/26,JCB 15 digit,2020-03-11,,
48,3581152234264230.0,11/31,JCB 16 digit,2019-01-27,,
49,347338103555690.0,07/28,American Express,2001-10-09,,
50,4412530801638720.0,06/31,VISA 16 digit,1993-04-17,,
51,346812986396159.0,04/31,American Express,2015-06-12,,
52,213145531659957.0,02/26,JCB 15 digit,2013-12-21,,
53,4.35033964381859e+18,10/28,VISA 19 digit,2015-02-11,,
54,4641521963352.0,10/26,VISA 13 digit,2016-07-31,,
0,30257273277178.0,01/26,Diners Club / Carte Blanche,2004-07-20,,
1,5213748093233810.0,04/29,Mastercard,2018-04-11,,
2,3547240544465910.0,05/25,JCB 16 digit,2014-12-16,,
3,6011169934171600.0,04/24,Discover,1994-09-18,,
4,4963639646905.0,11/30,VISA 13 digit,2014-02-18,,
5,3564740682517380.0,04/24,JCB 16 digit,2003-12-12,,
6,4537055278205660.0,08/30,VISA 16 digit,2008-12-08,,
7,30368892034781.0,02/24,Diners Club / Carte Blanche,2009-01-13,,
8,5470019005652690.0,03/27,Mastercard,2002-11-24,,
9,4888761141595110.0,05/31,VISA 16 digit,2009-01-29,,
10,213152665715506.0,03/24,JCB 15 digit,2000-08-26,,
11,375015627134104.0,03/24,American Express,1999-08-29,,
12,3520724455225230.0,03/32,JCB 16 digit,2016-05-31,,
13,4818967607742060.0,10/32,VISA 16 digit,2009-09-20,,
14,4.84748756214981e+18,11/26,VISA 19 digit,2001-11-21,,
15,4829290716938840.0,03/30,VISA 16 digit,2006-01-13,,
16,3524385222805860.0,01/27,JCB 16 digit,2006-06-20,,
17,5237212213614300.0,08/28,Mastercard,1999-04-21,,
18,5186963525014210.0,08/32,Mastercard,2010-03-20,,
19,30578056692212.0,09/29,Diners Club / Carte Blanche,1996-04-08,,
20,4847544882681800.0,10/29,VISA 16 digit,2011-08-22,,
21,562864637391.0,03/24,Maestro,2006-09-14,,
22,4449356352486950.0,03/25,VISA 16 digit,2000-12-11,,
23,30245652529830.0,12/30,Diners Club / Carte Blanche,2014-05-29,,
